,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id,count,decklists
114,26128,3,neutral-corp,0,"""All <em><strong>Dragon</strong></em>-rated threats should only be stored in a single clean-start air-gapped server, in a shielded room, under at least 200 metres of bedrock[...]""
-Section 5.18.4, Cyberdex Employee Handbook",Krembler,,Security,,ur,128,3,corp,"The first time each turn you purge virus counters, gain 4 credits. When you score this agenda, you may purge virus counters.",Cyberdex Sandbox,"The first time each turn you purge virus counters, gain 4[credit].
When you score this agenda, you may purge virus counters.",Cyberdex Sandbox,agenda,False,,,,,4.0,2.0,,neutral-corp,Cyberdex Sandbox,26128,121,56,1885.0,corp,1818,374,140
115,26129,3,neutral-corp,0,"""Begin a voice message to Steve: I'm in some random city staring at yet another empty room. This hot insider scoop of yours feels distinctly chilly.""",NtscapeNavigator,,Security,,ur,129,3,corp,"Forfeit this agenda: If the Runner has 2 or more click remaining, they lose click click.",False Lead,"<strong>Forfeit this agenda:</strong> If the Runner has 2 or more [click] remaining, they lose [click][click].",False Lead,agenda,False,,,,,3.0,1.0,,neutral-corp,False Lead,26129,118,184,1697.0,corp,193,33,14
116,27004,3,haas-bioroid,0,"""Win Hard or Lose Hard. All that matters is they're talking about you and not the competition.""
- Tan ""Nitro"" Nyugen, Toretto-Extreme Team Manager",Krembler,,,,urbp,4,3,corp,"If there is another copy of Megaprix Qualifier in either player's score area when you score this agenda, place 1 agenda counter on this agenda. This agenda is worth 1 more agenda point while it has a hosted agenda counter.",Megaprix Qualifier,"If there is another copy of Megaprix Qualifier in either player's score area when you score this agenda, place 1 agenda counter on this agenda.
This agenda is worth 1 more agenda point while it has a hosted agenda counter.",Megaprix Qualifier,agenda,False,,,,,3.0,1.0,,haas-bioroid,Megaprix Qualifier,27004,110,144,1747.0,corp,1786,99,33
117,28006,3,neutral-corp,0,<strong>Designed by 2015 World Champion Dan D'Argenio</strong>,NtscapeNavigator,,Initiative,,mor,6,3,corp,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Install 1 piece of ice from HQ or Archives in any position protecting a server, ignoring all costs.",Timely Public Release,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter</strong>: Install 1 piece of ice from HQ or Archives in any position protecting a server, ignoring all costs.",Timely Public Release,agenda,False,,,,,4.0,2.0,,neutral-corp,Timely Public Release,28006,125,549,1438.0,corp,1538,14,10
118,30036,1,haas-bioroid,0,We are the light of tomorrow.,Zoe Cohen,,Research,,sg,36,3,corp,"When you score this agenda, gain click click click. You cannot score agendas for the remainder of the turn. Limit 1 per deck.",Luminal Transubstantiation,"When you score this agenda, gain [click][click][click]. You cannot score agendas for the remainder of the turn.
Limit 1 per deck.",Luminal Transubstantiation,agenda,False,,,,,3.0,2.0,,haas-bioroid,Luminal Transubstantiation,30036,94,63,1862.0,corp,1887,73,73
119,30044,1,jinteki,0,We make you anew.,N. Hopkins,,Research,,sg,44,3,corp,"When you score this agenda, trash any number of cards from HQ. Shuffle up to 3 cards from Archives into R&D. Limit 1 per deck.",Longevity Serum,"When you score this agenda, trash any number of cards from HQ. Shuffle up to 3 cards from Archives into R&D.
Limit 1 per deck.",Longevity Serum,agenda,False,,,,,3.0,2.0,,jinteki,Longevity Serum,30044,116,252,1646.0,corp,1895,28,28
120,30052,1,nbn,0,We don't find news. We make it.,NtscapeNavigator,,Ambush,,sg,52,3,corp,"When this agenda is scored or stolen, give the Runner 1 tag. Limit 1 per deck.",Tomorrow's Headline,"When this agenda is scored or stolen, give the Runner 1 tag.
Limit 1 per deck.",Tomorrow's Headline,agenda,False,,,,,3.0,2.0,,nbn,Tomorrow's Headline,30052,123,95,1809.0,corp,1903,77,77
121,30060,1,weyland-consortium,0,"We are judge, jury, and executioner.",Seojun Park,,Security,,sg,60,3,corp,"When you score this agenda, you may trash 1 installed resource. Limit 1 per deck.",Above the Law,"When you score this agenda, you may trash 1 installed resource.
Limit 1 per deck.",Above the Law,agenda,False,,,,,3.0,2.0,,weyland-consortium,Above the Law,30060,110,136,1757.0,corp,1911,53,53
122,30067,3,neutral-corp,0,"As the first lunar city, Heinlein was built on the dreams of a new frontier and boundless opportunity, but He3 mining is too lucrative for the corps to ever relinquish control.",Benjamin Giletti,,Expansion,,sg,67,3,corp,"When you score this agenda, gain 7 credits.",Offworld Office,"When you score this agenda, gain 7[credit].",Offworld Office,agenda,False,,,,,4.0,2.0,,neutral-corp,Offworld Office,30067,107,77,1837.0,corp,1918,201,86
123,30068,3,neutral-corp,0,"Mobsters bribe police, megacorps acquire militaries.",Krembler,,Security,,sg,68,3,corp,"When you score this agenda, if the Runner is tagged, do 4 meat damage; otherwise, give the Runner 1 tag.",Orbital Superiority,"When you score this agenda, if the Runner is tagged, do 4 meat damage; otherwise, give the Runner 1 tag.",Orbital Superiority,agenda,False,,,,,4.0,2.0,,neutral-corp,Orbital Superiority,30068,122,743,1313.0,corp,1919,75,30
124,30069,3,neutral-corp,0,"It might be over, but we <strong>will</strong> get them next time.",David Lei,,Security,,sg,69,3,corp,"When this agenda is scored or stolen, you may rez 1 installed piece of ice, ignoring all costs.",Send a Message,"When this agenda is scored or stolen, you may rez 1 installed piece of ice, ignoring all costs.",Send a Message,agenda,False,,,,,5.0,3.0,,neutral-corp,Send a Message,30069,121,276,1628.0,corp,1920,172,75
125,30070,3,neutral-corp,0,"With Earth-Luna communications, saving microseconds returns megacredits.",Scott Uminga,,Expansion,,sg,70,3,corp,"When you score this agenda, you may draw 2 cards. You get +2 maximum hand size.",Superconducting Hub,"When you score this agenda, you may draw 2 cards.
You get +2 maximum hand size.",Superconducting Hub,agenda,False,,,,,3.0,1.0,,neutral-corp,Superconducting Hub,30070,101,669,1360.0,corp,1921,61,32
126,31041,3,haas-bioroid,0,Perfection of form.,Krembler,,Research,,su21,41,3,corp,"When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3. Hosted agenda counter: Add 1 card from Archives to HQ.",Project Vitruvius,"When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3.
<strong>Hosted agenda counter:</strong> Add 1 card from Archives to HQ.",Project Vitruvius,agenda,False,,,,,3.0,2.0,,haas-bioroid,Project Vitruvius,31041,109,46,1898.0,corp,164,132,50
127,31051,3,jinteki,0,The payment for entry is a mere drop of blood.,Zoe Cohen,,Security,,su21,51,3,corp,"When you score this agenda, place 3 agenda counters on it. Hosted agenda counter: Do 1 net damage. Use this ability only during a run and only once per run.",House of Knives,"When you score this agenda, place 3 agenda counters on it.
<strong>Hosted agenda counter:</strong> Do 1 net damage. Use this ability only during a run and only once per run.",House of Knives,agenda,False,,,,,3.0,1.0,,jinteki,House of Knives,31051,103,129,1764.0,corp,412,50,17
128,31052,3,jinteki,0,"We could stop disasters before they happen, murderers before they act. Surely that's worth an android's sanity?",Dimik,,Initiative,,su21,52,3,corp,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: End the run.",Nisei MK II,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> End the run.",Nisei MK II,agenda,False,,,,,4.0,2.0,,jinteki,Nisei MK II,31052,98,30,1927.0,corp,68,48,21
129,31061,3,nbn,0,"Alright everyone! The rights go live in exactly fourteen days. I want merch, I want tie-ins, I want sequels! Let's go!",Zoe Cohen,,Expansion,,su21,61,3,corp,"When you score this agenda, you may reveal 1 asset or upgrade in HQ or Archives. Install and rez that card, ignoring all costs.",License Acquisition,"When you score this agenda, you may reveal 1 asset or upgrade in HQ or Archives. Install and rez that card, ignoring all costs.",License Acquisition,agenda,False,,,,,3.0,1.0,,nbn,License Acquisition,31061,130,558,1431.0,corp,548,34,13
130,31062,3,nbn,0,Everything is data.,Zoe Cohen,,Research,,su21,62,3,corp,"When you score this agenda, place 1 agenda counter on it for every 2 hosted advancement counters past 3. This agenda is worth 1 more agenda point for each hosted agenda counter.",Project Beale,"When you score this agenda, place 1 agenda counter on it for every 2 hosted advancement counters past 3.
This agenda is worth 1 more agenda point for each hosted agenda counter.",Project Beale,agenda,False,,,,,3.0,2.0,,nbn,Project Beale,31062,109,62,1870.0,corp,228,154,57
131,31071,3,weyland-consortium,0,Sometimes the small fry need a little convincing to put profit over principle.,"NtscapeNavigator, Matt Burton",,Expansion,,su21,71,3,corp,"When you score this agenda, gain 7 credits and take 1 bad publicity.",Hostile Takeover,"When you score this agenda, gain 7[credit] and take 1 bad publicity.",Hostile Takeover,agenda,False,,,,,2.0,1.0,,weyland-consortium,Hostile Takeover,31071,111,44,1905.0,corp,94,153,60
132,31072,3,weyland-consortium,0,There's only one season in Oaktown: construction.,Kira L. Nguyen,,Public - Initiative,,su21,72,3,corp,"Install only faceup. (This agenda is neither rezzed nor unrezzed.) Whenever you advance this agenda, gain 2 credits. If there are 5 or more hosted advancement counters (including the counter just placed), gain 3 credits instead.",Oaktown Renovation,"Install only faceup. <em>(This agenda is neither rezzed nor unrezzed.)</em>
Whenever you advance this agenda, gain 2[credit]. If there are 5 or more hosted advancement counters <em>(including the counter just placed)</em>, gain 3[credit] instead.",Oaktown Renovation,agenda,False,,,,,4.0,2.0,,weyland-consortium,Oaktown Renovation,31072,116,172,1708.0,corp,696,55,22
133,31073,3,weyland-consortium,0,Next stop: infinity.,Zoe Cohen,,Research,,su21,73,3,corp,"When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3. Hosted agenda counter: Search R&D for 1 card and reveal it. Add it to HQ.",Project Atlas,"When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3.
<strong>Hosted agenda counter:</strong> Search R&D for 1 card and reveal it. Add it to HQ.",Project Atlas,agenda,False,,,,,3.0,2.0,,weyland-consortium,Project Atlas,31073,94,18,1969.0,corp,131,92,34
